group,Arrives1,Departures1,Arrives2,Departures2,Arrives3,Departures3,Arrives4,Departures4,Arrives5,Departures5,Arrives6,Departures6,Arrives7,Departures7
2021-22,26.4,31.9,26.2,31.3,27.7,31.1,26.3,32.6,28.8,33.3,28.3,32.3,28.3,31.2,27.1,32.1
2020-21,31.9,29.3,31.5,28.0,31.7,28.9,31.9,29.2,32.1,31.6,30.9,30.4,31.2,31.6,32.5,28.1	
2018-19,26.5,28.6,25.9,28.0,26.7,28.3,26.2,28.3,27.6,29.7,26.9,28.8,27.6,29.8,26.5,27.3
